"VAR"	"LABEL"	"TYPE"	"INPUT"	"QUESTION"
"AT43"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I blame global warming 😂"
"AT44"	"climate change tweet"	"NOMINAL"	"SELECTION"	"People will deny climate change and say “Climate changes all the time. The weather was different yesterday than today.“ Lmaoo tf"
"AT45"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Boris before climate change. Come back to reality Bill."
"AT46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The left needs to go back to global warming bc climate change happens regularly no matter what."
"AT47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"We need a justice is real, but let's celebrate how we build a fully functional Supreme Court has the power of climate change:"
"AT48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yes they should care about climate change #YouthClimateHangout"
"AT49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"death by climate change?"
"AT50"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Thank you Mr Man Made Global Warming and General Science “Skeptic”. You seem lovely. You’re being blocked now. Bye bye."
"AT51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I think you'll find he's worried about climate change"
"AT52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"He is coming up with a tweet about the dangers of global warming constantly"
"AT53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I do not think it is a hoax, our emission happen to meet hot climate."
"AT54"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Let’s launch a new magazine, RB? Global issues, climate change... I’m up for that."
"AT55"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The National Energy Guarantee does not meet Australia's Paris climate change commitments. Yep, it really won't."
"AT56"	"climate change tweet"	"NOMINAL"	"SELECTION"	"world hard and cold? No my friend you are mistaken. World hard and way too fucking hot. global warming is real bitch"
"AT57"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Wildfires in at 1:55 p.m. ET to vote on the functionality of climate change is the progress made possible by the lowest in"
"AT58"	"climate change tweet"	"NOMINAL"	"SELECTION"	"“and proactive to global warming”? Where did that come from. Should have been “and reaction to global warming“"
"AT59"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Claims ""working for you"" but wait until your home is destroyed by once in a century storm or city is underwater LIES #ClimateChange"
"AT60"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Did you notice the overwhelming scientifically-proven climate change was present as well??"
"AT61"	"climate change tweet"	"NOMINAL"	"SELECTION"	"House Ravenclaw is a metaphor for today's youth and also climate change"
"AT62"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Time zones, like climate change are fake news promote by the Deep State."
"AT63"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#SteamDrills - Baby-stroller marches! Protest as fashion! As weight loss! #Climate #5Star #ClimateChange"
"AT64"	"climate change tweet"	"NOMINAL"	"SELECTION"	"More positions than Karma Sutra in climate change - Hewson talking about Abbott 😂 🤣 #abc730"
"AT65"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I'm solving climate change, yeah i work for mys3lf, But I'm an artist, i guess I just wanna be by myself"
"AT66"	"climate change tweet"	"NOMINAL"	"SELECTION"	"bro I'm stopping climate change wanna help me i heard ur new vibes. #rggi"
"AT67"	"climate change tweet"	"NOMINAL"	"SELECTION"	"John Hewson re Tony Abbott “He’s had more positions than Karma Sutra on climate change” hahahahaha"
"AT68"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Would be great if you did an investigation but please don't forget pollution, climate change!"
"AT69"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The current city policies also add to vehicle pollution levels and add to global warming/climate change/environmental problems."
"AT70"	"climate change tweet"	"NOMINAL"	"SELECTION"	"What's a lack of a wage gap? Also what is your position on climate change?"
"AT71"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I want y'all to rip the fabric open the fabric of space time, solve climate change, and the energy crisis!"
"AT72"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#abc730 ScoMo and his team will do anything to help save the reef, other than do something about its main problem: climate change."
"AT73"	"climate change tweet"	"NOMINAL"	"SELECTION"	"JRM being famous for his climate change denial and voting against all measures to curb it."
"AT74"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I’m not American. I’m just watching from abroad while a climate change-denying fool causes damage. 😢"
"AT75"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Your grandchildren will curse you for not addressing climate change."
"AT76"	"climate change tweet"	"NOMINAL"	"SELECTION"	"WAIT, what about #Pollutants? And what about #ClimateChange? WHO reckons THIS is a good idea? #ForeignCorrespondent"
"AT77"	"climate change tweet"	"NOMINAL"	"SELECTION"	"One thing they have in common though is that they're both under threat from climate change."
"AT78"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Don't blame wildfires on climate change – it's environmentalists' fault... - The Guardian"
"AT79"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But what if the global warming was here to protect us from another ice age #Showerthoughts"
"AT80"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Republicans denying Climate Change is a bit like Nicolas Cage chastising The McCanns"
"AU01"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Now that you took the bait, lets talk global warming and see how smart you are"
"AU02"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Big night for the little program. Yanis Varoufakis on the fear of another financial crash. Climate change in Tibet. And Bruce Shapiro"
"AU03"	"climate change tweet"	"NOMINAL"	"SELECTION"	"amber rose should be made illegal, shes the cause of global warming all the gas she chats"
"AU04"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#GlobalWarming is not Real. Its just you are getting Old Day by Day. #SayItLikeScientistModi"
"AU05"	"climate change tweet"	"NOMINAL"	"SELECTION"	"help me help you stop climate change."
"AU06"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#ClimateChange: Air pollution threatens us all, but the poorest and most marginalized people bear the brunt of the burden - WHO"
"AU07"	"climate change tweet"	"NOMINAL"	"SELECTION"	"How many more firefighters have to die before we all accept climate change and take action!"
"AU08"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Biggly problem: #GOPTrumpPenceRussia are #Crooks & #Liars denying climate change"
"AU09"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Our View: Ignoring climate change puts Mainers in danger - Kennebec Journal & Morning Sentinel"
"AU10"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The Good thing about global warming is that we won't have to deal with Los Angeles's shit 50 years from now"
"AU11"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I *believe in climate change"
"AU12"	"climate change tweet"	"NOMINAL"	"SELECTION"	"in your opinion what countries are attempting to mitigate the effects of climate change and what countries are ignoring them?"
"AU13"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It is too bad mankind can’t do anything about climate change except watch."
"AU14"	"climate change tweet"	"NOMINAL"	"SELECTION"	"With global warming the longer summers may actually happen. I don't think it will help your height though. ☺"
"AU15"	"climate change tweet"	"NOMINAL"	"SELECTION"	"uniforms even disintegrated!!! 1940 though, perhaps global warming means progression with heat?"
"AU16"	"climate change tweet"	"NOMINAL"	"SELECTION"	"We must start now. End. #YouthClimateHangout #unfccc #climatechange #tifekorede"
"AU17"	"climate change tweet"	"NOMINAL"	"SELECTION"	"What if man-made global warming isn't real?"
"AU18"	"climate change tweet"	"NOMINAL"	"SELECTION"	"6. Man suffered from recent heatwave due to global warming"
"AU19"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#climatechange #eshagupta #Supergirl #DishaPatani #helenzille #GirlFromNowhereTheSeries #GameRaider #Superliga 😊 😆 🙌 😗 😋"
"AU20"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Surely the explanation is climate change?"
"AU21"	"climate change tweet"	"NOMINAL"	"SELECTION"	"My greatest issue is one that relates to how we young people think. #YouthClimateHangout #unfccc #climatechange #tifekorede"
"AU22"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#backup lovely show of mime and beautiful puppets about global warming. Exquisite. Worth an early start"
"AU23"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The only climate change coming to mankind is His return"
"AU24"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change from fossil fuel is much more of a threat."
"AU25"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So climate warming gone climate change (weather) in vogue."
"AU26"	"climate change tweet"	"NOMINAL"	"SELECTION"	"if this is a runner then the eu will have an ethical problem, gmo versus climate change"
"AU27"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#GoVegan #Vegan4thePlanet Animal Ag is leading cause of climate change."
"AU28"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Peter doesn't believe in Climate Change either Peter is a Gammon"
"AU29"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming maybe???"
"AU30"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Loving one another, may we work to make more climate resilient communities wherever we are #climatechange"
"AU31"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So from now on it will be called the AGWH - Anthropogenic Global Warming Hoax"
"AU32"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is real, and is only getting worse."
"AU33"	"climate change tweet"	"NOMINAL"	"SELECTION"	"You are an idiot, there is no man made Climate Change."
"AU34"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change ==> Think of your children. So obvious what these communists are doing."
"AU35"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Sadly, I didn't get to see the Perseids this year. My area got 5 inches of rain instead. #climatechange"
"AU36"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Do a bit to reduce global warming. Urge everyone to take up growing plants in rooftops and lawns."
"AU37"	"climate change tweet"	"NOMINAL"	"SELECTION"	"“We’re Progessives! We’re destroying evil climate change machines! We don’t use fossil fuels, we use Uber instead!”"
"AU38"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Our king said it’s Chinese invention, so, nothing to worry... climate change doesn’t exist according to our dictator"
"AU39"	"climate change tweet"	"NOMINAL"	"SELECTION"	"All these due to global warming. More such things will happen in future."
"AU40"	"climate change tweet"	"NOMINAL"	"SELECTION"	"What? You have fires in Queensland? Damn climate change!"
"AU41"	"climate change tweet"	"NOMINAL"	"SELECTION"	"it's insane to state that #GlobalWarming causes forest fires; no, people and nature (lightening) do"
"AU42"	"climate change tweet"	"NOMINAL"	"SELECTION"	"My daughter is writing her IB extended essay on gendered aspects of climate change so these links are superb (but sad)."
"AU43"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change denier no doubt"
"AU44"	"climate change tweet"	"NOMINAL"	"SELECTION"	"“Business generates 80% of economic activity.” - Business Council of Australia TV ad. I’m chalking the missing 20% up to climate change."
"AU45"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Republicans denying Climate Change is a bit like Prince William paying for plastic surgery to look like a retired Arsene Wenger"
"AU46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Woke up thinking if garbage, global warming and Trump; in other words, the same thing."
"AU47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate Change is absolute garbage mate."
"AU48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Lynn, MA is having 100 year storms every 6 months. Do ya think it's Global Warming? Yes it is you fools in charge."
"AU49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Fitton rejects climate change so his views on Mueller make perfect sense"
"AU50"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Ignoring pollution, climate change has dire consequences - The Daily Herald"
"AU51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming is an ""expensive hoax!"" GooGoo GaGa! Fake was my first word"
"AU52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I'm so sick of hearing about this global climate change!"
"AU53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"That's called population encroachment and property valuation increases, not climate change."
"AU54"	"climate change tweet"	"NOMINAL"	"SELECTION"	"What Should The Government Do To Fight Climate Change? - Forbes"
"AU55"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#climatechange is very real 😞 this is terrible"
"AU56"	"climate change tweet"	"NOMINAL"	"SELECTION"	"He probably meant that those he meets at the pub don't care about climate change.!! 😫"
"AU57"	"climate change tweet"	"NOMINAL"	"SELECTION"	"That #anthropogenic #ClimateChange isn't real."
"AU58"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I’m glad to hear this. Does your involvement in that caucus mean you believe that climate change is caused by human activity?"
"AU59"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The right is erasing the idea of climate change."
"AU60"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is the opportunity to stay on the country."
"AU61"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Wow! Awful weather everywhere. I cannot understand how people still deny climate change."
"AU62"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming? Bisexuals. World hunger? Greedy bisexuals. Spanish Flu? BISEXUALS!"
"AU63"	"climate change tweet"	"NOMINAL"	"SELECTION"	"ITS AUGUST AND COLD, SO YALL THINK GLOBAL WARMING STILL FAKE? #bringmycaliforniabacc"
"AU64"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Congratulations. Climate change mitigation needs personalities who are touched and hence perform the right things."
"AU65"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Didn’t we have climate change thousands years ago too? Back before human beings?"
"AU66"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is a hoax! And you are a snowflake."
"AU67"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is just the progress made to stay on a parent's plan enables millions of young adults to let this be the successes"
"AU68"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Medicare for All, education, address climate change, renewable energy, end fossil fuel company subsidies"
"AU69"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Here in Alabama we experiance climate change 4 times a year... they use to be called ""seasons""."
"AU70"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#DonaldTrump LET'S CHANGE THE CLIMATE?"
"AU71"	"climate change tweet"	"NOMINAL"	"SELECTION"	"That's to prevent global warming 😂"
"AU72"	"climate change tweet"	"NOMINAL"	"SELECTION"	"How on earth can you blame fires set by people on climate change? 🤦 ‍♂ ️"
"AU73"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Seems Rowan Dean and Chris Kenny on #pmlive are in violent agreement over #climatechange"
"AU74"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Agree sir with you 100% , This is due to Global Warming I think."
"AU75"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yeay for global warming, eh?! 🙄"
"AU76"	"climate change tweet"	"NOMINAL"	"SELECTION"	"There was an iceburg in that part of the ocean?? Damn global warming is real 😳"
"AU77"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Why act like she is relevant at all this is a person that doesn't believe climate change is real."
"AU78"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Gore became wealthy with the bulshit of climate change which the gollober swalled"
"AU79"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yet there is no climate change and poisoning of our waters."
"AU80"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming! 😂 naw, just kidding. Nature"
"AV01"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But there’s no climate change. 🙄"
"AV02"	"climate change tweet"	"NOMINAL"	"SELECTION"	"S/O to the climate change deniers in Seattle still holding on"
"AV03"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming? More like global scorching."
"AV04"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Fight climate change. Reach and teach our children. Universal health care. Protect our environment and creatures."
"AV05"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""The environment changes people. Get over it ."" - my professor on global warming"
"AV06"	"climate change tweet"	"NOMINAL"	"SELECTION"	"“I come back to find the stars misplaced and the smell of a world that has burned... but maybe it’s just a change in climate”"
"AV07"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But what if #SpaceForce is actually the republican response to climate change? (I’m not even halfway joking)"
"AV08"	"climate change tweet"	"NOMINAL"	"SELECTION"	"lama did not want to date them. he was only looking to discuss global warming."
"AV09"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Let's stop trying to halt global warming so these knobs can bang on about the 'evil' EU. #ffs"
"AV10"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Ever notice how climate chang nuts will point to literally anything and everything and blame “climate change”?"
"AV11"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Swamp people. Perhaps Global Warming was caused by our founding father’s... spinning in their graves."
"AV12"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Thunderstorms in central Canada in January? What's the matter, you don't like new things? #ClimateChange #GlobalWarming"
"AV13"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It's un-American to prevent lobbying in preventing climate change"
"AV14"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Oh. So it’s not about global warming then. OK."
"AV15"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Denying climate change is the facts — join the opportunity to. Our Supreme Court — and judgeships across the financial security"
"AV16"	"climate change tweet"	"NOMINAL"	"SELECTION"	"“Climate change isn’t coming its already here.“"
"AV17"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The guy who started the fire is named Climate Change"
"AV18"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Panel 2: Water don get enemy? ; Climate change, food security and conflict #FFA2018 #FFAfrica2018 #United4Food"
"AV19"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I think global warming is best explained by my ugly grandma Olga's favorite song: 'A Change Is Gonna Come'."
"AV20"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I believe in global warming. I simply don't believe in man-caused global warming. Will I still get banned?"
"AV21"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I’ll debate you for $25, since your last one went so well we can start with climate change."
"AV22"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No mate it is climate change ON TOP OF WEATHER make up go talk to ANY farmers - stop talking bullshite"
"AV23"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I am English and build tan anemones global warming skyblue tea to sweet"
"AV24"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming is the religion of the globalist"
"AV25"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change conservation, education, income equality"
"AV26"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change aren’t the cause."
"AV27"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Was an interesting read though. I will keep quiet about the climate change... 👍"
"AV28"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It’s so freezing cold, it might single handedly solve global warming. The glaciers and polar bears thank him."
"AV29"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is one of the most serious environmental threat facing mankind - Haruna Zakari #FFA2018 #FFAfrica2018 #United4Food"
"AV30"	"climate change tweet"	"NOMINAL"	"SELECTION"	"GLOBAL WARMING IS A HOAX"
"AV31"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Really thousands. There are many credible study’s that show most climate change is natural and not man made."
"AV32"	"climate change tweet"	"NOMINAL"	"SELECTION"	"how could the world population become more aware and conscious of the effects of climate change in your opinion?"
"AV33"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Plant-based jokes. I’m trying to fight climate change here."
"AV34"	"climate change tweet"	"NOMINAL"	"SELECTION"	"For the first time the climate change we are dealing with is man made ... Its up to us to learn to respect our planet"
"AV35"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Haha me too. I also love how they linked the bottle shortage to global warming."
"AV36"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Welcome to climate change. :("
"AV37"	"climate change tweet"	"NOMINAL"	"SELECTION"	"huh? OK I am baffled. In the zero discount rate limit, the costs of climate change are enormous."
"AV38"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Water and climate change have real effect on livelihood, farming and food security - Haruna Zakari . #FFA2018 #FFAfrica2018 #United4Food"
"AV39"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I feel hostile and betrayed. Are devastating storms, floods, droughts and rising sea levels the new normal? #climatechange"
"AV40"	"climate change tweet"	"NOMINAL"	"SELECTION"	"How soon before this is blamed on “climate change”?"
"AV41"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Please keep #ClimateChange deniers out of CA."
"AV42"	"climate change tweet"	"NOMINAL"	"SELECTION"	"What has happened in the last few days on the Mid-Atlantic & Northeastcoasts is all about climate change."
"AV43"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Animal rights activists fear global warming will lack the taste they love."
"AV44"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The growing list of climate change victims"
"AV45"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I'm so over this global climate change!"
"AV46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Can we use a gase to react to CO2 molecules like Chlorine react to Ozone molecules to help the problem of climate change?"
"AV47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I rash piggy pink asters home of sexual yellow be sandwiches GLOBAL FUCKING WARMING"
"AV48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"This could be part of the reason Global Warming is existing and happening faster!"
"AV49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So glad #ClimateChange is fake. #flooding #fingerlakes #senecalake"
"AV50"	"climate change tweet"	"NOMINAL"	"SELECTION"	". 's Robert Weisenmiller: ""Things on the ground are moving faster than the science."" #ClimateAssessment #ActOnClimate"
"AV51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Keep going guys! #ActOnClimate"
"AV52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"ForeverFlyy we come in and change the climate"
"AV53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Explain what what climate change is without using a poem."
"AV54"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I just can't get enough of this global climate change!"
"AV55"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I’m getting fed up with plastic in the sea and climate change. I’m missing worryingly about the ozone layer."
"AV56"	"climate change tweet"	"NOMINAL"	"SELECTION"	"There’s a lot of smoke outside. I’ll have to wear a mask when I walk to my piano lesson . #climatechange #fires #weirdo"
"AV57"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#Advil © take me away ! #climatechange #bodychange #sick"
"AV58"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I'm so much better than this global climate change!"
"AV59"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Harry is claiming weird things about the dangers of global warming all night"
"AV60"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No more indigenous fruit. Indeed climate change is evident"
"AV61"	"climate change tweet"	"NOMINAL"	"SELECTION"	"And my family in Florida will continue to listen to the idiots in charge there , about climate change..."
"AV62"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Lets go climate change!"
"AV63"	"climate change tweet"	"NOMINAL"	"SELECTION"	"2028: We should've avoided climate change. Oh, well, too late now. Let's bring Freon back!"
"AV64"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Fight #climatechange, #eatmoredeer! #huntchat"
"AV65"	"climate change tweet"	"NOMINAL"	"SELECTION"	"With global warming sharknados are just going to get more common."
"AV66"	"climate change tweet"	"NOMINAL"	"SELECTION"	"All Tucker Carlson and his ilk at do is contribute to climate change by spewing hot air!"
"AV67"	"climate change tweet"	"NOMINAL"	"SELECTION"	"global warming is real, and caused by humans"
"AV68"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Were you wearing your ""Climate change is not fake news"" T shirt again?"
"AV69"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Scraped together a down payment for air conditioning. Climate change, you win."
"AV70"	"climate change tweet"	"NOMINAL"	"SELECTION"	"An integrated system needs to be employed to address climate change - Falilat Adamson #FFA2018 #FFAfrica2018 #United4Food"
"AV71"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Absolutely a hoax just like climate change to some people 😂"
"AV72"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Does she know anything about Climate Change?"
"AV73"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The fire mentioned above was blamed on ""climate change"" by some alarmists and it ended up being arson."
"AV74"	"climate change tweet"	"NOMINAL"	"SELECTION"	"They are... all the more reason we should help in minimising the effects of climate change."
"AV75"	"climate change tweet"	"NOMINAL"	"SELECTION"	"You know it's good, when it's got my name on it! So buy 'I love global warming'! Release date: June 20"
"AV76"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""Since patriotism is in such short supply in California, Climate Change is now the last refuge of scoundrels""..."
"AV77"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is not a major issue for Americans, nor should it be."
"AV78"	"climate change tweet"	"NOMINAL"	"SELECTION"	"We past the point of no return when it comes to climate change long ago."
"AV79"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Because of the global warming???"
"AV80"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming is real."
"AW01"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Better: tell him Obama really really wanted us to ignore climate change."
"AW02"	"climate change tweet"	"NOMINAL"	"SELECTION"	"good old Climate change."
"AW03"	"climate change tweet"	"NOMINAL"	"SELECTION"	"i'm really glad we haven't made too many absurd climate change movies because i was not very specific ngl"
"AW04"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Well, then we CANNOT say the fire was caused by ""climate change."" Were there not BIG fires in the past?"
"AW05"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It means global warming is a sham so I am happy"
"AW06"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming is fake news"
"AW07"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Um nooo. Were they worried about climate change?"
"AW08"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is dangerous. Join the push to do, but let's celebrate how far too long. , Senate leaders:"
"AW09"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The entire Solar System is heating up - man made global warming is BS - NASA knows but continues the lie - research t yourself."
"AW10"	"climate change tweet"	"NOMINAL"	"SELECTION"	"whenever I think about climate change I'm like ""maybe I should just redownload grindr"""
"AW11"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""Climate change is a man-made problem — with a feminist solution"" Thank you,! This is the podcast I've been waiting for ❤ ️"
"AW12"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Good morning to everyone except climate change deniers"
"AW13"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change, Middle East peace, whether the Flames will win the Stanley Cup?"
"AW14"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Leto neatly simulating Erebus, passive-agressively. They, mechanically making fun of climate change."
"AW15"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Trump puts it down to fake news from the supporters of #climatechange."
"AW16"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Clearly the result of global warming."
"AW17"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Harry is showing off the dangers of global warming eventually"
"AW18"	"climate change tweet"	"NOMINAL"	"SELECTION"	"but no global warming .. oh no (I seem to remember something about gradually changing weather patters ... shhh)"
"AW19"	"climate change tweet"	"NOMINAL"	"SELECTION"	"we should address global warming immediately"
"AW20"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change isn't waiting for us to get less stupid."
"AW21"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate Change will never leave us safe, Climate Mitigation is our self respinsibility."
"AW22"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Just watched your you tube video and it was very informative. #ClimateChange"
"AW23"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Is he feeling a global warming on his rear --"
"AW24"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#LuisLaw 97% of articles in the MSM that include the words ""climate change"" are BS."
"AW25"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Someone please get them some marriage counseling before global warming kills us all."""
"AW26"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Good morning, even climate change deniers dislike pollution and dissaprove of mass extinction events"
"AW27"	"climate change tweet"	"NOMINAL"	"SELECTION"	"lucky for you i've got enough chill to stop global warming"
